Id,time,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,HRV
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,1.0,277.0,323.0,
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,1.0,245.0,274.0,
1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,,,,
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,1.0,366.0,393.0,
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,1.0,341.0,354.0,
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,1.0,404.0,425.0,
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,1.0,369.0,396.0,
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,1.0,277.0,309.0,
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,1.0,273.0,296.0,
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,,,,
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,1.0,247.0,264.0,
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,1.0,334.0,367.0,
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,1.0,331.0,349.0,
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,1.0,594.0,611.0,
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,1.0,338.0,342.0,
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,1.0,383.0,403.0,
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,1.0,285.0,306.0,
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,,,,
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,,,,
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411,,,,
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572,,,,
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,,,,
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,,,,
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554,,,,
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604,,,,
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,,,,
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446,,,,
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,,,,
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470,,,,
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562,,,,
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,,,,
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,,,,
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402,,,,
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670,,,,
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,,,,
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,,,,
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655,,,,
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,,,,
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497,,,,
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,,,,
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,,,,
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,,,,
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341,,,,
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,,,,
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,,,,
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,,,,
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393,,,,
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,,,,
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002,,,,
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199,,,,
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902,,,,
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,,,,
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,,,,
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,,,,
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,,,,
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806,,,,
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300,,,,
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430,,,,
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140,,,,
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344,,,,
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677,,,,
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,,,,
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,,,,
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123,,,,
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489,,,,
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,,,,
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,1.0,119.0,127.0,
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,1.0,124.0,142.0,
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696,,,,
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580,1.0,796.0,961.0,
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,,,,
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,,,,
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463,,,,
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,,,,
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404,,,,
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,1.0,137.0,154.0,
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008,,,,
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799,,,,
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276,,,,
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030,,,,
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860,,,,
1844505072,2016-04-14,7937,5.25,5.25,0.0,0.0,0.0,5.23000001907349,0.0,0,0,373,843,2130,,,,
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725,1.0,644.0,961.0,
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657,,,,
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0.0,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793,,,,
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814,,,,
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366,,,,
1844505072,2016-04-20,8,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1349,,,,
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0.0,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062,,,,
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827,,,,
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645,,,,
1844505072,2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-04-27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,,,,
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0.0,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992,,,,
1844505072,2016-04-29,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,,,,
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763,1.0,722.0,961.0,
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,1.0,590.0,961.0,
1844505072,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,,,,
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742,,,,
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549,,,,
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0.0,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,1589,,,,
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351,,,,
1844505072,2016-05-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,
1844505072,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,,,,
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0.0,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220,3.0,750.0,775.0,
1927972279,2016-04-13,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,1.0,398.0,422.0,
1927972279,2016-04-14,2163,1.5,1.5,0.0,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,2383,,,,
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0.0,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221,2.0,475.0,499.0,
1927972279,2016-04-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,
1927972279,2016-04-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-04-18,244,0.170000001788139,0.170000001788139,0.0,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111,,,,
1927972279,2016-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-04-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,
1927972279,2016-04-22,149,0.100000001490116,0.100000001490116,0.0,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,2093,,,,
1927972279,2016-04-23,2945,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,2499,,,,
1927972279,2016-04-24,2090,1.45000004768372,1.45000004768372,0.0,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,2324,,,,
1927972279,2016-04-25,152,0.109999999403954,0.109999999403954,0.0,0.0,0.0,0.109999999403954,0.0,0,0,12,1303,2100,,,,
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,2638,1.0,296.0,315.0,
1927972279,2016-04-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0.0,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,2351,1.0,166.0,178.0,
1927972279,2016-04-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,,,,
1927972279,2016-05-01,2704,1.87000000476837,1.87000000476837,0.0,1.00999999046326,0.0299999993294477,0.829999983310699,0.0,14,1,70,1355,2411,,,,
1927972279,2016-05-02,3790,2.61999988555908,2.61999988555908,0.0,1.1599999666214,0.300000011920929,1.1599999666214,0.0,16,8,94,1322,2505,,,,
1927972279,2016-05-03,1326,0.920000016689301,0.920000016689301,0.0,0.730000019073486,0.0,0.180000007152557,0.0,10,0,17,1413,2195,,,,
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,2338,,,,
1927972279,2016-05-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-05-06,2091,1.45000004768372,1.45000004768372,0.0,0.0,0.0,1.45000004768372,0.0,0,0,108,1332,2383,,,,
1927972279,2016-05-07,1510,1.03999996185303,1.03999996185303,0.0,0.0,0.0,1.03999996185303,0.0,0,0,48,1392,2229,,,,
1927972279,2016-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-05-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-05-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,,,,
1927972279,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,,,,
2022484408,2016-04-12,11875,8.34000015258789,8.34000015258789,0.0,3.30999994277954,0.769999980926514,4.26000022888184,0.0,42,14,227,1157,2390,,,,15.249439710128513
2022484408,2016-04-13,12024,8.5,8.5,0.0,2.99000000953674,0.100000001490116,5.40999984741211,0.0,43,5,292,1100,2601,,,,15.489859660044477
2022484408,2016-04-14,10690,7.5,7.5,0.0,2.48000001907349,0.209999993443489,4.82000017166138,0.0,32,3,257,1148,2312,,,,14.694712252354316
2022484408,2016-04-15,11034,8.02999973297119,8.02999973297119,0.0,1.94000005722046,0.310000002384186,5.78000020980835,0.0,27,9,282,1122,2525,,,,13.976085063884273
2022484408,2016-04-16,10100,7.09000015258789,7.09000015258789,0.0,3.15000009536743,0.550000011920929,3.39000010490417,0.0,41,11,151,1237,2177,,,,16.05600750335688
2022484408,2016-04-17,15112,11.3999996185303,11.3999996185303,0.0,3.86999988555908,0.660000026226044,6.88000011444092,0.0,28,29,331,1052,2782,,,,13.311337199763635
2022484408,2016-04-18,14131,10.0699996948242,10.0699996948242,0.0,3.64000010490417,0.119999997317791,6.30000019073486,0.0,48,3,311,1078,2770,,,,14.758523775611753
2022484408,2016-04-19,11548,8.52999973297119,8.52999973297119,0.0,3.28999996185303,0.239999994635582,5.0,0.0,31,7,250,1152,2489,,,,14.162892242317886
2022484408,2016-04-20,15112,10.6700000762939,10.6700000762939,0.0,3.33999991416931,1.92999994754791,5.40000009536743,0.0,48,63,276,1053,2897,,,,14.695563453655328
2022484408,2016-04-21,12453,8.73999977111816,8.73999977111816,0.0,3.32999992370605,1.11000001430511,4.30999994277954,0.0,104,53,255,1028,3158,,,,16.415002086328066
2022484408,2016-04-22,12954,9.32999992370605,9.32999992370605,0.0,4.42999982833862,0.419999986886978,4.46999979019165,0.0,52,10,273,1105,2638,,,,15.718613447776475
2022484408,2016-04-23,6001,4.21000003814697,4.21000003814697,0.0,0.0,0.0,4.21000003814697,0.0,0,0,249,1191,2069,,,,12.412951866874801
2022484408,2016-04-24,13481,10.2799997329712,10.2799997329712,0.0,4.55000019073486,1.14999997615814,4.57999992370605,0.0,37,26,216,1161,2529,,,,14.695380994897752
2022484408,2016-04-25,11369,8.01000022888184,8.01000022888184,0.0,3.32999992370605,0.219999998807907,4.46000003814697,0.0,44,8,217,1171,2470,,,,18.22163893223238
2022484408,2016-04-26,10119,7.19000005722046,7.19000005722046,0.0,1.42999994754791,0.660000026226044,5.1100001335144,0.0,55,24,275,1086,2793,,,,16.39913135577695
2022484408,2016-04-27,10159,7.13000011444092,7.13000011444092,0.0,1.03999996185303,0.970000028610229,5.11999988555908,0.0,19,20,282,1119,2463,,,,14.792237866804
2022484408,2016-04-28,10140,7.11999988555908,7.11999988555908,0.0,0.409999996423721,1.33000004291534,5.3899998664856,0.0,6,20,291,1123,2296,,,,11.850994627014483
2022484408,2016-04-29,10245,7.19000005722046,7.19000005722046,0.0,0.479999989271164,1.21000003814697,5.5,0.0,21,40,281,1098,2611,,,,15.19172775840074
2022484408,2016-04-30,18387,12.9099998474121,12.9099998474121,0.0,0.939999997615814,1.39999997615814,10.5699996948242,0.0,13,23,361,1043,2732,,,,12.452226092848838
2022484408,2016-05-01,10538,7.40000009536743,7.40000009536743,0.0,1.94000005722046,0.959999978542328,4.5,0.0,25,28,245,1142,2380,,,,18.64692669343242
2022484408,2016-05-02,10379,7.28999996185303,7.28999996185303,0.0,2.60999989509583,0.340000003576279,4.32999992370605,0.0,36,8,277,1119,2473,,,,15.880624826386743
2022484408,2016-05-03,12183,8.73999977111816,8.73999977111816,0.0,3.99000000953674,0.46000000834465,4.28000020980835,0.0,72,14,250,1104,2752,,,,14.565509475651716
2022484408,2016-05-04,11768,8.28999996185303,8.28999996185303,0.0,2.50999999046326,0.930000007152557,4.84999990463257,0.0,36,27,272,1105,2649,,,,12.499880693048828
2022484408,2016-05-05,11895,8.35000038146973,8.35000038146973,0.0,2.78999996185303,0.860000014305115,4.69999980926514,0.0,55,20,253,1112,2609,,,,11.921265568702294
2022484408,2016-05-06,10227,7.17999982833862,7.17999982833862,0.0,1.87000000476837,0.670000016689301,4.6399998664856,0.0,24,17,295,1104,2498,,,,10.516610641147757
2022484408,2016-05-07,6708,4.71000003814697,4.71000003814697,0.0,1.61000001430511,0.0799999982118607,3.01999998092651,0.0,20,2,149,1269,1995,,,,15.335600385898067
